qid,system,time,k
163,E,270.297,100
164,E,254.497,100
165,E,188.19,100
166,E,268.45,100
167,E,226.797,100
168,E,268.933,100
169,E,270.344,100
170,E,238.617,100
171,E,216.162,100
172,E,197.243,100
173,E,201.778,100
174,E,259.749,100
175,E,215.375,100
176,E,207.59,100
177,E,264.995,100
178,E,241.559,100
179,E,192.051,100
180,E,277.564,100
181,E,213.186,100
182,E,273.755,100
183,E,258.117,100
184,E,264.456,100
185,E,274.651,100
186,E,245.195,100
187,E,239.312,100
188,E,261.217,100
189,E,261.262,100
190,E,184.127,100
191,E,192.887,100
192,E,204.819,100
193,E,205.266,100
194,E,255.853,100
195,E,235.222,100
196,E,184.269,100
197,E,276.641,100
198,E,262.203,100
199,E,256.043,100
200,E,190.366,100
201,E,268.931,100
202,E,256.475,100
203,E,256.421,100
204,E,182.341,100
205,E,217.518,100
206,E,243.588,100
207,E,190.544,100
208,E,209.513,100
209,E,267.864,100
210,E,277.707,100
211,E,183.976,100
212,E,204.237,100
213,E,205.19,100
214,E,196.711,100
215,E,267.369,100
216,E,234.574,100
217,E,248.47,100
218,E,257.093,100
219,E,221.111,100
220,E,201.013,100
221,E,203.482,100
222,E,270.234,100
223,E,226.667,100
224,E,220.425,100
225,E,196.48,100
226,E,247.922,100
227,E,272.766,100
228,E,223.784,100
229,E,191.777,100
230,E,235.972,100
231,E,215.019,100
232,E,277.017,100
233,E,202.844,100
234,E,226.773,100
235,E,186.012,100
236,E,202.198,100
237,E,255.567,100
238,E,228.086,100
239,E,248.513,100
240,E,226.743,100
241,E,247.684,100
242,E,224.874,100
243,E,270.175,100
244,E,183.349,100
245,E,248.894,100
246,E,219.269,100
247,E,227.936,100
248,E,242.749,100
249,E,277.239,100
0,F,200.717,100
1,F,179.797,100
2,F,198.969,100
3,F,249.4,100
4,F,274.974,100
5,F,275.13,100
6,F,232.359,100
7,F,244.653,100
8,F,246.349,100
9,F,255.735,100
10,F,200.976,100
11,F,276.059,100
12,F,263.048,100
13,F,181.789,100
14,F,245.996,100
15,F,273.033,100
16,F,182.015,100
17,F,219.462,100
18,F,181.751,100
19,F,191.583,100
20,F,189.417,100
21,F,239.959,100
22,F,264.896,100
23,F,220.778,100
24,F,185.893,100
25,F,216.164,100
26,F,179.145,100
27,F,227.238,100
28,F,247.232,100
29,F,188.237,100
30,F,239.652,100
31,F,241.422,100
32,F,264.457,100
33,F,273.992,100
34,F,276.046,100
35,F,193.047,100
36,F,274.642,100
37,F,263.577,100
38,F,205.289,100
39,F,256.385,100
40,F,201.002,100
41,F,265.785,100
42,F,218.834,100
43,F,202.029,100
44,F,271.422,100
45,F,242.734,100
46,F,225.976,100
47,F,246.709,100
48,F,219.951,100
49,F,227.605,100
50,F,254.398,100
51,F,209.945,100
52,F,248.113,100
53,F,192.664,100
54,F,278.99,100
55,F,186.34,100
56,F,236.282,100
57,F,249.809,100
58,F,181.852,100
59,F,266.522,100
60,F,179.765,100
61,F,196.02,100
62,F,207.148,100
63,F,277.709,100
64,F,198.983,100
65,F,238.491,100
66,F,210.966,100
67,F,266.778,100
68,F,211.404,100
69,F,228.505,100
70,F,269.193,100
71,F,273.209,100
72,F,227.839,100
73,F,265.608,100
74,F,278.248,100
75,F,202.09,100
76,F,188.408,100
77,F,263.686,100
78,F,256.988,100
79,F,205.705,100
80,F,200.709,100
81,F,222.043,100
82,F,265.261,100
83,F,186.166,100
84,F,208.995,100
85,F,267.484,100
86,F,262.153,100
87,F,271.362,100
88,F,237.645,100
89,F,239.638,100
90,F,254.938,100
91,F,188.784,100
92,F,273.076,100
93,F,259.522,100
94,F,203.933,100
95,F,261.296,100
96,F,199.906,100
97,F,194.102,100
98,F,201.169,100
99,F,254.55,100
100,F,267.918,100
101,F,271.533,100
102,F,245.416,100
103,F,207.876,100
104,F,278.399,100
105,F,272.824,100
106,F,231.489,100
107,F,234.354,100
108,F,264.569,100
109,F,194.528,100
110,F,237.324,100
111,F,201.749,100
112,F,226.203,100
113,F,194.114,100
114,F,209.23,100
115,F,198.796,100
116,F,212.453,100
117,F,263.546,100
118,F,237.047,100
119,F,234.882,100
120,F,238.809,100
121,F,253.653,100
122,F,199.95,100
123,F,227.895,100
124,F,219.28,100
125,F,203.145,100
126,F,234.019,100
127,F,242.452,100
128,F,249.405,100
129,F,251.728,100
130,F,183.964,100
131,F,181.886,100
132,F,180.684,100
133,F,263.659,100
134,F,239.218,100
135,F,212.908,100
136,F,225.716,100
137,F,199.081,100
138,F,213.061,100
139,F,276.954,100
140,F,234.418,100
141,F,186.846,100
142,F,263.22,100
143,F,235.941,100
144,F,221.344,100
145,F,214.943,100
146,F,224.471,100
147,F,204.45,100
148,F,185.655,100
149,F,274.842,100
150,F,212.719,100
151,F,211.431,100
152,F,251.168,100
153,F,205.94,100
154,F,243.87,100
155,F,200.878,100
156,F,228.352,100
157,F,182.78,100
158,F,195.42,100
159,F,203.329,100
160,F,258.951,100
161,F,186.873,100
162,F,186.784,100
163,F,227.797,100
164,F,230.156,100
165,F,228.919,100
166,F,260.283,100
167,F,182.324,100
168,F,218.465,100
169,F,188.824,100
170,F,229.661,100
171,F,196.168,100
172,F,242.637,100
173,F,243.356,100
174,F,187.636,100
175,F,278.353,100
176,F,208.627,100
177,F,239.356,100
178,F,260.054,100
179,F,277.539,100
180,F,239.042,100
181,F,208.834,100
182,F,188.718,100
183,F,236.669,100
184,F,240.224,100
185,F,260.975,100
186,F,193.228,100
187,F,251.369,100
188,F,196.322,100
189,F,244.495,100
190,F,252.347,100
191,F,271.977,100
192,F,273.614,100
193,F,191.158,100
194,F,254.706,100
195,F,240.928,100
196,F,179.882,100
197,F,248.73,100
198,F,214.907,100
199,F,213.904,100
200,F,269.525,100
201,F,232.981,100
202,F,188.022,100
203,F,264.78,100
204,F,190.597,100
205,F,273.183,100
206,F,194.835,100
207,F,180.816,100
208,F,261.618,100
209,F,265.436,100
210,F,223.757,100
211,F,230.909,100
212,F,265.697,100
213,F,251.952,100
214,F,181.039,100
215,F,198.797,100
216,F,277.786,100
217,F,220.237,100
218,F,221.82,100
219,F,239.228,100
220,F,256.664,100
221,F,278.358,100
222,F,250.893,100
223,F,185.951,100
224,F,258.927,100
225,F,184.648,100
226,F,247.635,100
227,F,268.914,100
228,F,194.785,100
229,F,203.852,100
230,F,261.464,100
231,F,278.894,100
232,F,265.301,100
233,F,210.928,100
234,F,204.108,100
235,F,242.433,100
236,F,221.02,100
237,F,230.799,100
238,F,222.254,100
239,F,181.188,100
240,F,183.103,100
241,F,247.35,100
242,F,248.842,100
243,F,205.728,100
244,F,244.289,100
245,F,257.62,100
246,F,193.438,100
247,F,188.538,100
248,F,190.69,100
1,A,186.556,100
2,A,156.349,100
3,A,222.672,100
4,A,248.237,100
5,A,206.448,100
6,A,172.322,100
7,A,176.062,100
8,A,249.076,100
9,A,182.93,100
10,A,222.139,100
11,A,175.714,100
12,A,233.415,100
13,A,241.592,100
14,A,186.83,100
15,A,170.065,100
16,A,200.424,100
17,A,174.951,100
18,A,214.133,100
19,A,158.78,100
20,A,192.162,100
21,A,192.963,100
22,A,180.623,100
23,A,160.648,100
24,A,248.899,100
25,A,235.766,100
26,A,187.431,100
27,A,204.394,100
28,A,230.87,100
29,A,171.677,100
30,A,250.266,100
31,A,190.879,100
32,A,170.649,100
33,A,251.957,100
34,A,237.824,100
35,A,252.809,100
36,A,201.12,100
37,A,174.797,100
38,A,214.246,100
39,A,177.486,100
40,A,159.154,100
41,A,195.224,100
42,A,233.455,100
43,A,191.045,100
44,A,245.446,100
45,A,164.815,100
46,A,180.827,100
47,A,227.952,100
48,A,219.356,100
49,A,178.055,100
50,A,231.204,100
51,A,196.332,100
52,A,210.209,100
53,A,242.778,100
54,A,187.865,100
55,A,176.203,100
56,A,240.896,100
57,A,185.491,100
58,A,222.692,100
59,A,172.54,100
60,A,178.329,100
61,A,201.774,100
62,A,216.063,100
63,A,174.261,100
64,A,184.726,100
65,A,233.62,100
66,A,229.816,100
67,A,203.994,100
68,A,206.156,100
69,A,166.122,100
70,A,171.315,100
71,A,228.193,100
72,A,194.304,100
73,A,180.649,100
74,A,220.293,100
75,A,218.311,100
76,A,246.233,100
77,A,214.496,100
78,A,234.061,100
79,A,184.387,100
80,A,155.048,100
81,A,207.94,100
82,A,181.816,100
83,A,212.159,100
84,A,204.178,100
85,A,185.23,100
86,A,239.317,100
87,A,225.4,100
88,A,234.077,100
89,A,236.38,100
90,A,251.455,100
91,A,155.541,100
92,A,196.059,100
93,A,162.563,100
94,A,187.671,100
95,A,187.164,100
96,A,211.972,100
97,A,191.997,100
98,A,185.874,100
99,A,155.882,100
100,A,232.187,100
101,A,221.318,100
102,A,202.967,100
103,A,155.971,100
104,A,246.175,100
105,A,168.704,100
106,A,201.964,100
107,A,156.142,100
108,A,210.968,100
109,A,239.659,100
110,A,235.235,100
111,A,170.068,100
112,A,220.828,100
113,A,236.497,100
114,A,252.351,100
115,A,222.281,100
116,A,202.773,100
117,A,238.749,100
118,A,239.134,100
119,A,196.589,100
120,A,211.427,100
121,A,164.961,100
122,A,180.666,100
123,A,165.381,100
124,A,228.659,100
125,A,253.008,100
126,A,200.471,100
127,A,241.436,100
128,A,213.063,100
129,A,203.797,100
130,A,225.023,100
131,A,159.266,100
132,A,240.78,100
133,A,160.74,100
134,A,168.887,100
135,A,158.989,100
136,A,222.357,100
137,A,177.778,100
138,A,215.616,100
139,A,181.658,100
140,A,232.475,100
141,A,199.3,100
142,A,155.384,100
143,A,181.728,100
144,A,202.263,100
145,A,241.608,100
146,A,248.774,100
147,A,213.94,100
148,A,229.089,100
149,A,162.846,100
150,A,175.794,100
151,A,175.782,100
152,A,210.01,100
153,A,178.198,100
154,A,174.772,100
155,A,237.464,100
156,A,207.489,100
157,A,222.349,100
158,A,228.349,100
159,A,201.716,100
160,A,198.425,100
161,A,173.998,100
162,A,157.751,100
163,A,210.264,100
164,A,165.612,100
165,A,223.232,100
166,A,175.69,100
167,A,217.565,100
168,A,193.826,100
169,A,233.52,100
170,A,223.684,100
171,A,238.421,100
172,A,254.353,100
173,A,175.505,100
174,A,199.003,100
175,A,199.784,100
176,A,221.341,100
177,A,173.243,100
178,A,205.179,100
179,A,215.2,100
180,A,172.711,100
181,A,247.42,100
182,A,184.338,100
183,A,170.985,100
184,A,169.438,100
185,A,247.335,100
186,A,191.502,100
187,A,181.088,100
188,A,174.301,100
189,A,253.921,100
190,A,241.996,100
191,A,172.04,100
192,A,213.981,100
193,A,155.295,100
194,A,179.918,100
195,A,232.694,100
196,A,165.339,100
197,A,217.376,100
198,A,186.005,100
199,A,162.438,100
200,A,207.383,100
201,A,155.625,100
202,A,252.667,100
203,A,249.755,100
204,A,199.985,100
205,A,176.325,100
206,A,205.146,100
207,A,181.274,100
208,A,178.521,100
209,A,198.336,100
210,A,252.582,100
211,A,254.315,100
212,A,177.084,100
213,A,228.24,100
214,A,182.254,100
215,A,237.95,100
216,A,189.904,100
217,A,248.38,100
218,A,211.452,100
219,A,158.358,100
220,A,202.133,100
221,A,161.338,100
222,A,184.995,100
223,A,196.511,100
224,A,182.393,100
225,A,170.785,100
226,A,213.047,100
227,A,185.266,100
228,A,226.952,100
229,A,157.786,100
230,A,162.22,100
231,A,169.778,100
232,A,159.947,100
233,A,248.824,100
234,A,244.242,100
235,A,207.091,100
236,A,247.533,100
237,A,161.951,100
238,A,215.003,100
239,A,204.425,100
240,A,178.029,100
241,A,159.964,100
242,A,167.864,100
243,A,174.602,100
244,A,226.718,100
245,A,240.651,100
246,A,184.594,100
247,A,188.448,100
248,A,209.325,100
249,A,171.631,100
0,B,173.221,100
1,B,194.28,100
2,B,165.907,100
3,B,189.235,100
4,B,229.593,100
5,B,223.839,100
6,B,174.829,100
7,B,174.969,100
8,B,241.785,100
9,B,242.122,100
10,B,200.023,100
11,B,185.112,100
12,B,214.794,100
13,B,183.29,100
14,B,249.224,100
15,B,224.621,100
16,B,183.962,100
17,B,209.219,100
18,B,250.967,100
19,B,205.232,100
20,B,237.296,100
21,B,176.779,100
22,B,194.036,100
23,B,176.976,100
24,B,193.186,100
25,B,175.97,100
26,B,216.852,100
27,B,213.324,100
28,B,237.454,100
29,B,219.87,100
30,B,183.876,100
31,B,211.585,100
32,B,248.524,100
33,B,220.584,100
34,B,176.061,100
35,B,176.13,100
36,B,230.033,100
37,B,252.961,100
38,B,188.246,100
39,B,197.192,100
40,B,231.197,100
41,B,176.224,100
42,B,171.557,100
43,B,254.115,100
44,B,156.607,100
45,B,168.506,100
46,B,195.468,100
47,B,157.039,100
48,B,198.043,100
49,B,236.975,100
50,B,250.692,100
51,B,233.293,100
52,B,212.669,100
53,B,191.477,100
54,B,236.072,100
55,B,187.802,100
56,B,186.928,100
57,B,190.863,100
58,B,164.921,100
59,B,229.385,100
60,B,231.968,100
61,B,166.147,100
62,B,220.888,100
63,B,228.753,100
64,B,208.47,100
65,B,220.495,100
66,B,207.604,100
67,B,236.354,100
68,B,201.196,100
69,B,191.375,100
70,B,191.019,100
71,B,162.845,100
72,B,189.186,100
73,B,239.938,100
74,B,184.155,100
75,B,179.697,100
76,B,186.069,100
77,B,202.203,100
78,B,188.719,100
79,B,231.046,100
80,B,213.499,100
81,B,165.3,100
82,B,208.124,100
83,B,195.462,100
84,B,162.474,100
85,B,234.768,100
86,B,241.587,100
87,B,181.996,100
88,B,157.738,100
89,B,232.304,100
90,B,254.549,100
91,B,170.447,100
92,B,155.797,100
93,B,155.797,100
94,B,167.158,100
95,B,184.178,100
96,B,230.872,100
97,B,186.432,100
98,B,227.203,100
99,B,254.402,100
100,B,247.605,100
101,B,197.111,100
102,B,238.68,100
103,B,215.936,100
104,B,178.548,100
105,B,249.139,100
106,B,237.851,100
107,B,237.93,100
108,B,202.797,100
109,B,164.86,100
110,B,177.169,100
111,B,191.437,100
112,B,231.853,100
113,B,162.873,100
114,B,166.439,100
115,B,244.685,100
116,B,202.743,100
117,B,215.141,100
118,B,222.889,100
119,B,217.612,100
120,B,195.031,100
121,B,210.326,100
122,B,254.358,100
123,B,168.664,100
124,B,243,100
125,B,186.955,100
126,B,190.533,100
127,B,165.006,100
128,B,178.474,100
129,B,248.766,100
130,B,166.366,100
131,B,184.413,100
132,B,189.646,100
133,B,226.999,100
134,B,183.59,100
135,B,182.916,100
136,B,212.891,100
137,B,189.431,100
138,B,250.683,100
139,B,221.426,100
140,B,190.416,100
141,B,189.106,100
142,B,188.731,100
143,B,217.559,100
144,B,224.088,100
145,B,246.735,100
146,B,207.243,100
147,B,210.469,100
148,B,173.645,100
149,B,198.298,100
150,B,253.798,100
151,B,204.573,100
152,B,237.415,100
153,B,239.577,100
154,B,234.816,100
155,B,170.112,100
156,B,225.411,100
157,B,171.73,100
158,B,194.345,100
159,B,237.262,100
160,B,254.572,100
161,B,250.642,100
162,B,199.725,100
163,B,247.661,100
164,B,228.731,100
165,B,202.86,100
166,B,219.276,100
167,B,179.603,100
168,B,203.238,100
169,B,164.19,100
170,B,225.405,100
171,B,237.079,100
172,B,165.625,100
173,B,240.514,100
174,B,206.82,100
175,B,176.709,100
176,B,238.663,100
177,B,205.779,100
178,B,215.356,100
179,B,213.378,100
180,B,221.416,100
181,B,214.606,100
182,B,226.635,100
183,B,181.484,100
184,B,161.655,100
185,B,174.041,100
186,B,252.135,100
187,B,246.927,100
188,B,186.039,100
189,B,196.629,100
190,B,239.048,100
191,B,220.362,100
192,B,214.617,100
193,B,203.605,100
194,B,210.574,100
195,B,197.385,100
196,B,213.645,100
197,B,176.542,100
198,B,200.04,100
199,B,165.041,100
200,B,250.651,100
201,B,231.577,100
202,B,185.657,100
203,B,169.228,100
204,B,179.12,100
205,B,193.906,100
206,B,194.834,100
207,B,204.114,100
208,B,170.784,100
209,B,253.786,100
210,B,240.87,100
211,B,215.959,100
212,B,248.407,100
213,B,205.555,100
214,B,219.588,100
215,B,166.597,100
216,B,197.82,100
217,B,230.55,100
218,B,254.399,100
219,B,215.37,100
220,B,212.504,100
221,B,231.842,100
222,B,238.811,100
223,B,163.636,100
224,B,219.314,100
225,B,168.736,100
226,B,239.411,100
227,B,210.596,100
228,B,236.433,100
229,B,250.458,100
230,B,248.862,100
231,B,237.965,100
232,B,232.229,100
233,B,216.563,100
234,B,236.283,100
235,B,170.433,100
236,B,201.832,100
237,B,215.931,100
238,B,234.66,100
239,B,157.188,100
240,B,202.026,100
241,B,212.282,100
242,B,217.873,100
243,B,157.407,100
244,B,250.974,100
245,B,193.303,100
246,B,211.703,100
247,B,250.245,100
248,B,222.848,100
249,B,211.346,100
0,C,242.83,100
1,C,219.046,100
2,C,164.146,100
3,C,192.301,100
4,C,175.906,100
5,C,251.13,100
6,C,190.179,100
7,C,217.925,100
8,C,225.772,100
9,C,243.021,100
10,C,161.473,100
11,C,215.042,100
12,C,170.114,100
13,C,204.342,100
14,C,227.735,100
15,C,250.951,100
16,C,194.937,100
17,C,158.189,100
18,C,254.499,100
19,C,214.855,100
20,C,183.845,100
21,C,185.179,100
22,C,177.933,100
23,C,177.563,100
24,C,216.392,100
25,C,159.452,100
26,C,246.027,100
27,C,160.94,100
28,C,246.234,100
29,C,164.896,100
30,C,250.18,100
31,C,174.815,100
32,C,241.301,100
33,C,199.928,100
34,C,169.396,100
35,C,178.686,100
36,C,178.354,100
37,C,155.229,100
38,C,222.572,100
39,C,179.005,100
40,C,218.433,100
41,C,195.937,100
42,C,162.288,100
43,C,200.441,100
44,C,252.466,100
45,C,203.531,100
46,C,250.76,100
47,C,191.078,100
48,C,183.952,100
49,C,180.285,100
50,C,252.954,100
51,C,226.755,100
52,C,224.842,100
53,C,246.174,100
54,C,247.745,100
55,C,188.31,100
56,C,180.044,100
57,C,252.456,100
58,C,220.033,100
59,C,240.569,100
60,C,230.938,100
61,C,165.308,100
62,C,155.172,100
63,C,203.358,100
64,C,211.202,100
65,C,246.358,100
66,C,165.417,100
67,C,199.936,100
68,C,202.88,100
69,C,231.47,100
70,C,219.493,100
71,C,243.736,100
72,C,182.836,100
73,C,211.941,100
74,C,180.819,100
75,C,229.837,100
76,C,159.145,100
77,C,172.574,100
78,C,240.498,100
79,C,181.289,100
80,C,239.866,100
81,C,199.283,100
82,C,241.03,100
83,C,237.926,100
84,C,245.785,100
85,C,172.385,100
86,C,172.168,100
87,C,234.305,100
88,C,214.491,100
89,C,174.796,100
90,C,236.054,100
91,C,177.013,100
92,C,176.567,100
93,C,177.749,100
94,C,249.552,100
95,C,247.422,100
96,C,188.356,100
97,C,166.291,100
98,C,240.457,100
99,C,191.954,100
100,C,160.072,100
101,C,195.146,100
102,C,187.085,100
103,C,253.768,100
104,C,164.718,100
105,C,158.919,100
106,C,216.701,100
107,C,236.573,100
108,C,192.161,100
109,C,224.247,100
110,C,164.784,100
111,C,161.893,100
112,C,240.456,100
113,C,169.404,100
114,C,176.468,100
115,C,247.713,100
116,C,238.338,100
117,C,250.217,100
118,C,238.203,100
119,C,164.237,100
120,C,219.389,100
121,C,232.717,100
122,C,197.344,100
123,C,251.171,100
124,C,187.56,100
125,C,202.414,100
126,C,210.286,100
127,C,180.108,100
128,C,222.709,100
129,C,199.757,100
130,C,206.715,100
131,C,206.751,100
132,C,246.755,100
133,C,205.719,100
134,C,171.241,100
135,C,204.352,100
136,C,241.697,100
137,C,183.149,100
138,C,162.45,100
139,C,184.834,100
140,C,206.096,100
141,C,230.569,100
142,C,176.878,100
143,C,221.233,100
144,C,240.307,100
145,C,206.259,100
146,C,250.482,100
147,C,163.735,100
148,C,166.633,100
149,C,194.544,100
150,C,155.168,100
151,C,176.924,100
152,C,173.06,100
153,C,225.403,100
154,C,238.313,100
155,C,240.743,100
156,C,222.719,100
157,C,214.116,100
158,C,232.931,100
159,C,184.627,100
160,C,253.564,100
161,C,247.362,100
162,C,219.358,100
163,C,236.75,100
164,C,197.434,100
165,C,248.571,100
166,C,239.546,100
167,C,213.922,100
168,C,225.456,100
169,C,202.527,100
170,C,181.802,100
171,C,192.164,100
172,C,245.534,100
173,C,170.144,100
174,C,227.076,100
175,C,168.613,100
176,C,203.265,100
177,C,212.251,100
178,C,190.389,100
179,C,243.168,100
180,C,250.041,100
181,C,198.66,100
182,C,217.001,100
183,C,155.634,100
184,C,215.652,100
185,C,172.862,100
186,C,171.42,100
187,C,241.783,100
188,C,176.173,100
189,C,190.322,100
190,C,189.375,100
191,C,214.503,100
192,C,209.704,100
193,C,184.398,100
194,C,200.874,100
195,C,164.018,100
196,C,190.504,100
197,C,237.297,100
198,C,188.452,100
199,C,182.291,100
200,C,156.33,100
201,C,221.47,100
202,C,194.285,100
203,C,216.721,100
204,C,214.595,100
205,C,208.502,100
206,C,235.749,100
207,C,223.586,100
208,C,193.919,100
209,C,242.778,100
210,C,171.297,100
211,C,210.354,100
212,C,215.937,100
213,C,158.324,100
214,C,245.234,100
215,C,161.841,100
216,C,173.859,100
217,C,167.583,100
218,C,180.574,100
219,C,253.707,100
220,C,191.583,100
221,C,160.733,100
222,C,173.137,100
223,C,183.753,100
224,C,246.232,100
225,C,246.015,100
226,C,237.217,100
227,C,216.254,100
228,C,159.346,100
229,C,158.307,100
230,C,206.76,100
231,C,245.85,100
232,C,177.002,100
233,C,249.703,100
234,C,242.522,100
235,C,188.799,100
236,C,227.683,100
237,C,172.537,100
238,C,203.936,100
239,C,202.667,100
240,C,172.02,100
241,C,244.914,100
242,C,216.928,100
243,C,196.422,100
244,C,171.371,100
245,C,179.292,100
246,C,188.903,100
247,C,197.218,100
248,C,160.727,100
249,C,172.712,100
0,D,165.282,100
1,D,252.842,100
2,D,169.047,100
3,D,178.342,100
4,D,196.425,100
5,D,173.763,100
6,D,223.57,100
7,D,230.497,100
8,D,209.208,100
9,D,239.686,100
10,D,253.516,100
11,D,229.008,100
12,D,172.48,100
13,D,218.749,100
14,D,201.976,100
15,D,184.042,100
16,D,170.554,100
17,D,190.329,100
18,D,189.583,100
19,D,241.67,100
20,D,208.981,100
21,D,160.968,100
22,D,239.908,100
23,D,245.29,100
24,D,180.45,100
25,D,215.64,100
26,D,209.708,100
27,D,165.954,100
28,D,253.726,100
29,D,156.816,100
30,D,186.688,100
31,D,208.205,100
32,D,221.195,100
33,D,195.28,100
34,D,172.271,100
35,D,251.639,100
36,D,206.439,100
37,D,252.641,100
38,D,251.015,100
39,D,250.066,100
40,D,160.081,100
41,D,192.376,100
42,D,200.906,100
43,D,202.07,100
44,D,216.618,100
45,D,215.638,100
46,D,212.586,100
47,D,248.198,100
48,D,167.777,100
49,D,158.015,100
50,D,183.845,100
51,D,234.867,100
52,D,200.391,100
53,D,165.19,100
54,D,170.299,100
55,D,224.513,100
56,D,183.383,100
57,D,195.224,100
58,D,219.659,100
59,D,228.303,100
60,D,208.382,100
61,D,195.63,100
62,D,176.881,100
63,D,181.364,100
64,D,247.891,100
65,D,168.051,100
66,D,216.913,100
67,D,240.506,100
68,D,155.145,100
69,D,216.768,100
70,D,252.083,100
71,D,243.369,100
72,D,172.313,100
73,D,253.709,100
74,D,232.373,100
75,D,166.104,100
76,D,237.599,100
77,D,157.789,100
78,D,217.805,100
79,D,157.981,100
80,D,198.254,100
81,D,219.938,100
82,D,190.907,100
83,D,239.411,100
84,D,227.232,100
85,D,210.726,100
86,D,199.91,100
87,D,167.018,100
88,D,159.976,100
89,D,192.154,100
90,D,221.958,100
91,D,170.102,100
92,D,213.889,100
93,D,203.247,100
94,D,168.366,100
95,D,230.036,100
96,D,199.124,100
97,D,162.239,100
98,D,199.777,100
99,D,204.23,100
100,D,229.002,100
101,D,165.613,100
102,D,222.004,100
103,D,197.79,100
104,D,159.025,100
105,D,158.34,100
106,D,177.231,100
107,D,207.979,100
108,D,242.302,100
109,D,195.768,100
110,D,247.62,100
111,D,170.835,100
112,D,199.877,100
113,D,253.539,100
114,D,212.719,100
115,D,164.022,100
116,D,195.269,100
117,D,196.276,100
118,D,195.127,100
119,D,204.867,100
120,D,215.998,100
121,D,176.347,100
122,D,242.725,100
123,D,205.148,100
124,D,209.694,100
125,D,171.046,100
126,D,254.894,100
127,D,196.729,100
128,D,246.299,100
129,D,184.88,100
130,D,166.544,100
131,D,196.224,100
132,D,178.455,100
133,D,185.875,100
134,D,243.484,100
135,D,158.71,100
136,D,156.607,100
137,D,230.064,100
138,D,208.947,100
139,D,162.34,100
140,D,223.35,100
141,D,237.138,100
142,D,174.004,100
143,D,238.431,100
144,D,233.217,100
145,D,216.483,100
146,D,242.09,100
147,D,250.207,100
148,D,218.377,100
149,D,232.379,100
150,D,168.272,100
151,D,164.305,100
152,D,196.544,100
153,D,202.905,100
154,D,218.452,100
155,D,217.671,100
156,D,220.247,100
157,D,182.222,100
158,D,234.008,100
159,D,183.353,100
160,D,222.264,100
161,D,201.885,100
162,D,188.383,100
163,D,197.528,100
164,D,227.168,100
165,D,224.894,100
166,D,158.723,100
167,D,189.336,100
168,D,198.077,100
169,D,169.511,100
170,D,224.694,100
171,D,176.08,100
172,D,238.301,100
173,D,190.943,100
174,D,231.847,100
175,D,254.886,100
176,D,209.702,100
177,D,163.296,100
178,D,188.378,100
179,D,186.873,100
180,D,177.088,100
181,D,247.525,100
182,D,196.237,100
183,D,186.966,100
184,D,225.234,100
185,D,179.145,100
186,D,180.974,100
187,D,211.222,100
188,D,187.404,100
189,D,211.079,100
190,D,194.774,100
191,D,181.076,100
192,D,197.969,100
193,D,224.506,100
194,D,207.745,100
195,D,197.122,100
196,D,210.181,100
197,D,204.919,100
198,D,241.935,100
199,D,181.852,100
200,D,195.258,100
201,D,172.581,100
202,D,167.197,100
203,D,252.63,100
204,D,179.981,100
205,D,170.132,100
206,D,228.234,100
207,D,168.847,100
208,D,189.061,100
209,D,188.248,100
210,D,223.829,100
211,D,172.301,100
212,D,170.857,100
213,D,181.235,100
214,D,175.171,100
215,D,232.988,100
216,D,201.463,100
217,D,244.931,100
218,D,237.618,100
219,D,179.482,100
220,D,203.839,100
221,D,181.572,100
222,D,254.415,100
223,D,229.115,100
224,D,213.701,100
225,D,247.175,100
226,D,209.998,100
227,D,176.717,100
228,D,203.895,100
229,D,194.996,100
230,D,228.224,100
231,D,159.103,100
232,D,218.052,100
233,D,187.049,100
234,D,236.119,100
235,D,235.708,100
236,D,208.766,100
237,D,229.538,100
238,D,162.012,100
239,D,210.096,100
240,D,225.949,100
241,D,207.785,100
242,D,197.02,100
243,D,221.849,100
244,D,155.553,100
245,D,192.106,100
246,D,187.123,100
247,D,155.341,100
248,D,230.418,100
249,D,211.918,100
0,E,156.243,100
1,E,222.888,100
2,E,161.394,100
3,E,185.871,100
4,E,230.036,100
5,E,195.52,100
6,E,155.765,100
7,E,203.484,100
8,E,160.127,100
9,E,239.169,100
10,E,245.386,100
11,E,222.265,100
12,E,179.463,100
13,E,157.565,100
14,E,220.501,100
15,E,215.064,100
16,E,164.18,100
17,E,171.415,100
18,E,230.131,100
19,E,206.941,100
20,E,160.124,100
21,E,206.909,100
22,E,184.209,100
23,E,232.59,100
24,E,249.782,100
25,E,182.529,100
26,E,253.243,100
27,E,213.849,100
28,E,178.09,100
29,E,237.819,100
30,E,167.942,100
31,E,219.487,100
32,E,248.132,100
33,E,201.687,100
34,E,218.523,100
35,E,232.043,100
36,E,205.461,100
37,E,162.696,100
38,E,247.46,100
39,E,245.525,100
40,E,232.636,100
41,E,233.59,100
42,E,243.918,100
43,E,242.836,100
44,E,172.859,100
45,E,220.808,100
46,E,178.844,100
47,E,204.086,100
48,E,243.763,100
49,E,193.518,100
50,E,175.95,100
51,E,181.279,100
52,E,193.819,100
53,E,181.705,100
54,E,192.72,100
55,E,244.154,100
56,E,191.096,100
57,E,162.784,100
58,E,225.311,100
59,E,205.661,100
60,E,159.938,100
61,E,182.761,100
62,E,219.194,100
63,E,223.087,100
